PSTED_TORQUE,PSTED_MOTOR_SPEED,PSTED_CURRENT,PSTED_VOLTAGE,PSTED_MOTOR_TEMP,PSTED_INV_RADIATOR_TEMP,PSTED_OUT_BMS_VOLTAGE,SYSTEM_24V_VOLTAGE,STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,SUSPENSION_PRESSURE_CUR_1,SUSPENSION_PRESSURE_CUR_2,SUSPENSION_PRESSURE_CUR_3,SUSPENSION_PRESSURE_CUR_4,time
0.00,0.00,0.00,349.41,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,130.00,249.00,2659.00,3371.00,0.00,12:42:32.246395
0.00,0.00,0.00,349.41,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,130.00,249.00,2659.00,3371.00,0.00,12:42:32.454326
0.00,0.00,0.00,349.41,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,130.00,249.00,2659.00,3371.00,0.00,12:42:32.654777
0.00,0.00,0.00,349.41,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,130.00,249.00,2659.00,3371.00,0.00,12:42:32.866138
0.00,0.00,0.00,349.41,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,130.00,249.00,2659.00,3371.00,0.00,12:42:33.077938
0.00,0.00,0.00,349.41,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,130.00,249.00,2659.00,3371.00,0.00,12:42:33.276924
0.00,0.00,0.00,349.41,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,130.00,249.00,2659.00,3371.00,0.00,12:42:33.517581
0.00,0.00,0.00,349.41,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,130.00,249.00,2659.00,3371.00,0.00,12:42:33.737631
0.00,0.00,0.00,349.41,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,130.00,249.00,2659.00,3371.00,0.00,12:42:33.948046
0.00,0.00,0.00,349.41,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,130.00,249.00,2659.00,3371.00,0.00,12:42:34.148496
0.00,0.00,0.00,349.41,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,130.00,249.00,2659.00,3371.00,0.00,12:42:34.349789
0.00,0.00,0.00,349.41,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,130.00,249.00,2659.00,3371.00,0.00,12:42:34.560019
0.00,0.00,0.00,349.41,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,130.00,249.00,2659.00,3371.00,0.00,12:42:34.770704
0.00,0.00,0.00,355.76,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,228.00,2664.00,3368.00,0.00,12:42:34.971316
0.00,0.00,0.00,355.76,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,228.00,2664.00,3368.00,0.00,12:42:35.173870
0.00,0.00,0.00,355.76,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,228.00,2664.00,3368.00,0.00,12:42:35.442425
0.00,0.00,0.00,355.76,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,228.00,2664.00,3368.00,0.00,12:42:35.652682
0.00,0.00,0.00,355.76,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,228.00,2664.00,3368.00,0.00,12:42:35.863647
0.00,0.00,0.00,355.76,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,228.00,2664.00,3368.00,0.00,12:42:36.064373
0.00,0.00,0.00,355.76,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,228.00,2664.00,3368.00,0.00,12:42:36.264706
0.00,0.00,0.00,355.76,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,228.00,2664.00,3368.00,0.00,12:42:36.475425
0.00,0.00,0.00,355.76,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,228.00,2664.00,3368.00,0.00,12:42:36.686263
0.00,0.00,0.00,355.76,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,228.00,2664.00,3368.00,0.00,12:42:36.916547
0.00,0.00,0.00,355.76,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,228.00,2664.00,3368.00,0.00,12:42:37.146858
0.00,0.00,0.00,355.76,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,228.00,2664.00,3368.00,0.00,12:42:37.357395
0.00,0.00,0.00,355.76,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,228.00,2664.00,3368.00,0.00,12:42:37.558199
0.00,0.00,0.00,355.76,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,228.00,2664.00,3368.00,0.00,12:42:37.768449
0.00,0.00,0.00,355.76,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,228.00,2664.00,3368.00,0.00,12:42:37.978540
0.00,0.00,0.00,355.76,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,228.00,2664.00,3368.00,0.00,12:42:38.189425
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,110.00,232.00,2668.00,3368.00,0.00,12:42:38.474691
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,110.00,232.00,2668.00,3368.00,0.00,12:42:38.830786
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,110.00,232.00,2668.00,3368.00,0.00,12:42:39.051504
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,110.00,232.00,2668.00,3368.00,0.00,12:42:39.261816
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,110.00,232.00,2668.00,3368.00,0.00,12:42:39.474376
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,110.00,232.00,2668.00,3368.00,0.00,12:42:39.663242
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,110.00,232.00,2668.00,3368.00,0.00,12:42:39.863746
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,110.00,232.00,2668.00,3368.00,0.00,12:42:40.064254
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,110.00,232.00,2668.00,3368.00,0.00,12:42:40.264763
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,110.00,232.00,2668.00,3368.00,0.00,12:42:40.477303
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,110.00,232.00,2668.00,3368.00,0.00,12:42:40.697864
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,110.00,232.00,2668.00,3368.00,0.00,12:42:40.936468
